Original comparison,Species,Majority protein IDs,Fasta headers,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank
50Vs0.5,yeast,P38616,>sp|P38616|YGP1_YEAST Protein YGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGP1 PE=1 SV=2,3,3,3,11.9,11.9,11.9,37.327,3.34E+07,3.77E+07,3.14E+07,3.10E+07,3.19E+07,3.50E+07,24.9939,25.1667,24.9032,24.8869,24.9288,25.0589,0.245849,0.567741969,0.726632214,0.0630665,0.058565649,0.058565649,0,0,0,2051
50Vs5,yeast,P47075,>sp|P47075|VTC4_YEAST Vacuolar transporter chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC4 PE=1 SV=2,5,5,5,10.7,10.7,10.7,83.154,4.12E+07,3.22E+07,4.86E+07,4.44E+07,4.78E+07,4.61E+07,25.2978,24.941,25.5341,25.4049,25.5101,25.4567,0.429091,0.372313685,0.580703163,-0.1996,-0.058560463,0.058560463,0,0,0,1683
50Vs0.5,yeast,P06182,>sp|P06182|CCHL_YEAST Cytochrome c heme lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC3 PE=1 SV=1,1,1,1,3.7,3.7,3.7,30.081,1.39E+06,1.48E+06,1.43E+06,1.60E+06,1.66E+06,1.34E+06,20.4058,20.4989,20.4502,20.6093,20.6626,20.358,0.34957,0.447126078,0.642071091,-0.0916672,-0.058414221,0.058414221,0,0,0,1828
50Vs5,yeast,P38077,">sp|P38077|ATPG_YEAST ATP synthase subunit gamma, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP3 PE=1 SV=1",5,5,5,19.3,19.3,19.3,34.35,3.80E+07,3.64E+07,3.69E+07,3.55E+07,4.78E+07,3.62E+07,25.1784,25.1171,25.1366,25.0818,25.509,25.1087,0.230763,0.58781004,0.741114964,-0.0891336,0.058243674,0.058243674,0,0,0,2082
50Vs5,yeast,P53272,>sp|P53272|YG34_YEAST Uncharacterized protein YGR122W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR122W PE=1 SV=1,1,1,1,2.7,2.7,2.7,45.304,9.70E+07,1.01E+08,9.03E+07,9.84E+07,1.03E+08,1.05E+08,26.5311,26.5833,26.4287,26.5523,26.6165,26.642,0.633962,0.232294004,0.464765061,-0.089234,0.058137514,0.058137514,0,0,0,1312
25Vs12.5,yeast,P47117,>sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP3 PE=1 SV=1,5,5,5,13.1,13.1,13.1,49.541,6.14E+07,5.76E+07,5.86E+07,5.96E+07,5.98E+07,5.90E+07,25.8718,25.7805,25.8033,25.829,25.834,25.8132,0.0809334,0.829978037,0.906655159,-0.00686646,0.057679766,0.057679766,0,0,0,2403
25Vs12.5,yeast,P38249,>sp|P38249|EIF3A_YEAST Eukaryotic translation initiation factor 3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPG1 PE=1 SV=1,10,10,10,15.5,15.5,15.5,110.34,6.38E+07,6.67E+07,6.48E+07,6.77E+07,6.46E+07,6.39E+07,25.9266,25.9909,25.9502,26.013,25.945,25.9304,0.0718441,0.847531601,0.914790482,-0.00690079,0.057576275,0.057576275,0,0,0,2432
50Vs5,yeast,Q00764,">sp|Q00764|TPS1_YEAST Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPS1 PE=1 SV=2",6,6,6,17.4,17.4,17.4,56.147,3.75E+07,3.87E+07,3.37E+07,4.09E+07,4.23E+07,4.28E+07,25.1616,25.2076,25.0047,25.2842,25.335,25.3502,1.03837,0.091544024,0.308476333,-0.1985,-0.057397353,0.057397353,0,0,0,779
25Vs12.5,yeast,P19414,">sp|P19414|ACON_YEAST Aconitate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACO1 PE=1 SV=2",28,28,27,41,41,40.1,85.367,5.42E+08,5.15E+08,5.50E+08,5.42E+08,5.60E+08,5.55E+08,29.0144,28.9399,29.0348,29.0131,29.062,29.0491,0.52522,0.29838707,0.516666266,-0.0450338,-0.057379091,0.057379091,0,0,0,1516
50Vs0.5,yeast,P02994,>sp|P02994|EF1A_YEAST Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF1 PE=1 SV=1,23,23,23,55.5,55.5,55.5,50.032,3.89E+09,4.09E+09,3.87E+09,3.74E+09,3.68E+09,3.94E+09,31.8571,31.9288,31.849,31.7985,31.7751,31.877,0.579065,0.263593684,0.488653546,0.0614332,0.057330862,0.057330862,0,0,0,1416
50Vs0.5,yeast,Q12449,>sp|Q12449|AHA1_YEAST Hsp90 co-chaperone AHA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AHA1 PE=1 SV=1,4,4,4,14.3,14.3,14.3,39.435,2.07E+07,2.08E+07,2.33E+07,2.29E+07,2.31E+07,2.29E+07,24.3047,24.3113,24.4713,24.4488,24.4628,24.4458,0.616856,0.241626187,0.471224918,-0.0900326,-0.05717845,0.05717845,0,0,0,1346
50Vs5,yeast,P40893,>sp|P40893|REE1_YEAST Regulation of enolase protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REE1 PE=1 SV=1,6,6,6,43.9,43.9,43.9,21.966,4.35E+07,4.62E+07,4.72E+07,4.33E+07,5.23E+07,5.05E+07,25.3761,25.46,25.4916,25.3669,25.6412,25.5907,0.371005,0.425593513,0.623080297,-0.0903664,0.056940145,0.056940145,0,0,0,1793
50Vs5,yeast,P38804,>sp|P38804|SDO1L_YEAST Restriction of telomere capping protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTC3 PE=1 SV=1,3,3,3,42.3,42.3,42.3,12.009,2.76E+07,2.82E+07,2.61E+07,2.59E+07,2.96E+07,3.21E+07,24.7198,24.7481,24.6399,24.6266,24.8175,24.9353,0.353012,0.443596387,0.638049597,-0.0905329,0.056764093,0.056764093,0,0,0,1825
50Vs0.5,yeast,A6ZS33;Q10740,>sp|A6ZS33|LKHA4_YEAS7 Leukotriene A-4 hydrolase homolog OS=Saccharomyces cerevisiae (strain YJM789) GN=SCY_4744 PE=3 SV=1;>sp|Q10740|LKHA4_YEAST Leukotriene A-4 hydrolase homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAP2 PE=1 SV=1,3,3,3,5.8,5.8,5.8,77.352,1.86E+07,2.03E+07,1.83E+07,1.74E+07,1.94E+07,1.81E+07,24.1523,24.2761,24.122,24.0536,24.2072,24.1083,0.345413,0.451426448,0.64401871,0.0604337,0.056575232,0.056575232,0,0,0,1840
50Vs5,yeast,P40185,">sp|P40185|MMF1_YEAST Protein MMF1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMF1 PE=1 SV=1",5,5,5,51,51,51,15.908,8.11E+07,8.26E+07,8.20E+07,9.03E+07,9.39E+07,9.76E+07,26.2727,26.2992,26.289,26.4288,26.4846,26.5401,1.57089,0.026860247,0.202029078,-0.197534,-0.056375931,0.056375931,1,0,0,349
50Vs0.5,yeast,P35189,>sp|P35189|TAF14_YEAST Transcription initiation factor TFIID subunit 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF14 PE=1 SV=1,1,1,1,6.6,6.6,6.6,27.44,2.62E+06,2.87E+06,2.51E+06,2.34E+06,2.78E+06,2.56E+06,21.3204,21.4538,21.261,21.1568,21.4081,21.2902,0.234962,0.582154153,0.737170599,0.0600338,0.056272904,0.056272904,0,0,0,2073
50Vs5,yeast,P38625,>sp|P38625|GUAA_YEAST GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GUA1 PE=1 SV=4,7,7,7,14.9,14.9,14.9,58.482,4.92E+07,4.50E+07,4.01E+07,4.61E+07,5.43E+07,5.35E+07,25.552,25.4243,25.2572,25.4568,25.6952,25.6736,0.644857,0.226539011,0.456031368,-0.197367,-0.05619935,0.05619935,0,0,0,1304
50Vs0.5,yeast,P23180,>sp|P23180|AIM17_YEAST Probable oxidoreductase AIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM17 PE=1 SV=2,4,4,4,10.8,10.8,10.8,53.134,3.23E+07,3.06E+07,3.19E+07,3.61E+07,3.28E+07,3.18E+07,24.9431,24.865,24.9251,25.1064,24.9691,24.9238,0.559074,0.276010752,0.497957542,-0.0887,-0.056170995,0.056170995,0,0,0,1455
25Vs12.5,yeast,P07259,>sp|P07259|PYR1_YEAST Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA2 PE=1 SV=5,75,75,73,39.9,39.9,39.3,245.04,1.32E+09,1.39E+09,1.35E+09,1.40E+09,1.41E+09,1.37E+09,30.2926,30.3702,30.3283,30.3781,30.3911,30.3557,0.672348,0.212643445,0.44619428,-0.0445995,-0.056069855,0.056069855,0,0,0,1251
50Vs5,yeast,P23638,>sp|P23638|PSA4_YEAST Proteasome component Y13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE9 PE=1 SV=1,2,2,2,12.4,12.4,12.4,28.714,7.94E+06,6.90E+06,6.69E+06,8.37E+06,8.35E+06,7.90E+06,22.9209,22.7181,22.674,22.9972,22.9938,22.9136,0.870577,0.134717185,0.355767214,-0.1972,-0.056022769,0.056022769,0,0,0,994
50Vs0.5,yeast,P32074,>sp|P32074|COPG_YEAST Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC21 PE=1 SV=2,4,4,4,7.5,7.5,7.5,104.83,8.86E+07,7.61E+07,8.05E+07,7.89E+07,7.75E+07,7.84E+07,26.4006,26.1808,26.2625,26.2343,26.2069,26.2245,0.341842,0.455153619,0.646175365,0.0593999,0.055793671,0.055793671,0,0,0,1849
25Vs12.5,yeast,P46367,">sp|P46367|ALDH4_YEAST Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALD4 PE=1 SV=2",14,14,14,36.8,36.8,36.8,56.723,2.54E+08,2.24E+08,2.28E+08,2.29E+08,2.34E+08,2.46E+08,27.9192,27.7387,27.7649,27.7678,27.8048,27.8727,0.0373406,0.917612667,0.953953763,-0.00749906,0.055772737,0.055772737,0,0,0,2525
50Vs0.5,yeast,P37291,">sp|P37291|GLYC_YEAST Serine hydroxymethyltransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHM2 PE=1 SV=2",17,17,16,38,38,36.5,52.218,1.47E+08,1.46E+08,1.52E+08,1.57E+08,1.55E+08,1.60E+08,27.1287,27.1175,27.1772,27.2228,27.2108,27.2534,1.23133,0.058704312,0.262967266,-0.0878665,-0.055540862,0.055540862,0,0,0,586
50Vs5,yeast,P47068,>sp|P47068|BBC1_YEAST Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BBC1 PE=1 SV=2,8,8,8,7.8,7.8,7.8,128.29,1.97E+07,2.17E+07,2.25E+07,1.96E+07,2.33E+07,2.56E+07,24.234,24.3696,24.426,24.2225,24.4744,24.6085,0.26484,0.543450509,0.711145357,-0.0919329,0.055283771,0.055283771,0,0,0,2006
50Vs0.5,yeast,Q04947,>sp|Q04947|RTN1_YEAST Reticulon-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTN1 PE=1 SV=1,6,6,6,22.7,22.7,22.7,32.916,5.67E+07,5.52E+07,5.62E+07,5.22E+07,5.63E+07,5.30E+07,25.7556,25.7173,25.7453,25.6376,25.7457,25.6594,0.627107,0.235989674,0.465419154,0.0584997,0.055113113,0.055113113,0,0,0,1331
50Vs0.5,yeast,Q12118,>sp|Q12118|SGT2_YEAST Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT2 PE=1 SV=1,9,9,9,31.8,31.8,31.8,37.218,7.11E+07,6.73E+07,5.45E+07,6.39E+07,7.28E+07,6.70E+07,26.0827,26.0041,25.6987,25.9304,26.118,25.9984,0.244109,0.570021189,0.728129257,-0.0870997,-0.054961155,0.054961155,0,0,0,2055
50Vs5,yeast,P19882,">sp|P19882|HSP60_YEAST Heat shock protein 60, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP60 PE=1 SV=1",25,25,25,48.1,48.1,48.1,60.751,7.84E+08,8.27E+08,8.21E+08,8.96E+08,9.44E+08,9.47E+08,29.5465,29.6241,29.6134,29.739,29.8145,29.8189,1.50481,0.031274473,0.211042395,-0.196134,-0.05489561,0.05489561,1,0,0,389
50Vs5,yeast,P02994,>sp|P02994|EF1A_YEAST Elongation factor 1-alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TEF1 PE=1 SV=1,22,22,22,64.6,64.6,64.6,50.032,3.50E+09,3.61E+09,3.56E+09,3.59E+09,3.84E+09,3.95E+09,31.7051,31.7488,31.7275,31.7411,31.8372,31.8801,0.783099,0.164778673,0.394656949,-0.0923335,0.054860188,0.054860188,0,0,0,1096
50Vs0.5,yeast,P07284,">sp|P07284|SYSC_YEAST Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SES1 PE=1 SV=2",13,13,13,41.3,41.3,41.3,53.309,2.33E+08,2.07E+08,2.38E+08,2.24E+08,2.19E+08,2.07E+08,27.7977,27.6276,27.8235,27.7406,27.7085,27.6254,0.304584,0.495924998,0.675209087,0.0580997,0.05481071,0.05481071,0,0,0,1928
25Vs12.5,yeast,P03965,>sp|P03965|CARB_YEAST Carbamoyl-phosphate synthase arginine-specific large chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CPA2 PE=1 SV=1,16,15,15,19.1,18.3,18.3,123.91,1.11E+08,1.03E+08,1.06E+08,1.04E+08,1.10E+08,1.15E+08,26.7227,26.6158,26.6565,26.6292,26.7179,26.7804,0.302793,0.49797438,0.676595626,-0.0441659,-0.054762729,0.054762729,0,0,0,1932
50Vs5,yeast,P09457,">sp|P09457|ATPO_YEAST ATP synthase subunit 5, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP5 PE=1 SV=1",2,2,2,11.3,11.3,11.3,22.814,6.99E+06,8.36E+06,6.76E+06,1.01E+07,6.25E+06,9.41E+06,22.736,22.9943,22.6888,23.2641,22.5765,23.1664,0.308215,0.491796009,0.673078479,-0.195966,-0.054717971,0.054717971,0,0,0,1918
25Vs12.5,yeast,P34227,>sp|P34227|PRX1_YEAST Mitochondrial peroxiredoxin PRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRX1 PE=1 SV=1,6,6,6,28.7,28.7,28.7,29.495,1.09E+08,1.09E+08,1.03E+08,1.09E+08,1.06E+08,1.07E+08,26.7005,26.6992,26.6214,26.7029,26.6651,26.6768,0.0929826,0.807267373,0.889994479,-0.0078996,0.054565273,0.054565273,0,0,0,2381
25Vs12.5,yeast,Q05506,">sp|Q05506|SYRC_YEAST Arginine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR341C PE=1 SV=1",12,12,11,19.4,19.4,18.5,69.524,6.12E+07,6.55E+07,6.10E+07,6.61E+07,6.12E+07,6.63E+07,25.8674,25.964,25.8624,25.9771,25.8662,25.9825,0.324293,0.473922142,0.658573649,-0.044,-0.054262608,0.054262608,0,0,0,1889
50Vs0.5,yeast,P53549,>sp|P53549|PRS10_YEAST 26S protease subunit RPT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT4 PE=1 SV=4,4,4,3,11.7,11.7,8.9,49.408,1.16E+07,1.10E+07,1.21E+07,1.34E+07,1.24E+07,1.11E+07,23.463,23.3848,23.5299,23.6759,23.5581,23.4021,0.358275,0.438253103,0.635237104,-0.0861333,-0.05423055,0.05423055,0,0,0,1811
25Vs12.5,yeast,P03962,>sp|P03962|PYRF_YEAST Orotidine 5-phosphate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA3 PE=1 SV=2,8,8,8,36.3,36.3,36.3,29.239,7.03E+07,7.21E+07,7.18E+07,7.76E+07,7.12E+07,7.21E+07,26.0662,26.1037,26.0975,26.2095,26.0853,26.1043,0.408865,0.390063219,0.594263464,-0.0438995,-0.053959642,0.053959642,0,0,0,1723
50Vs0.5,yeast,A6ZQJ1;P10081,>sp|A6ZQJ1|IF4A_YEAS7 ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain YJM789) GN=TIF1 PE=3 SV=1;>sp|P10081|IF4A_YEAST ATP-dependent RNA helicase eIF4A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF1 PE=1 SV=3,18,18,18,53.7,53.7,53.7,44.697,6.74E+08,6.50E+08,6.48E+08,6.39E+08,6.44E+08,6.13E+08,29.3278,29.2754,29.2709,29.2503,29.2634,29.1902,0.722068,0.189640897,0.421870639,0.0567341,0.053778306,0.053778306,0,0,0,1180
50Vs0.5,yeast,P29952,>sp|P29952|MPI_YEAST Mannose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PMI40 PE=1 SV=4,9,9,9,26.3,26.3,26.3,48.188,6.51E+07,6.27E+07,6.59E+07,6.44E+07,7.40E+07,6.74E+07,25.9564,25.903,25.9739,25.9415,26.1413,26.0061,0.513395,0.306623192,0.524014244,-0.0852,-0.053524968,0.053524968,0,0,0,1536
50Vs5,yeast,Q06146,>sp|Q06146|YL257_YEAST Uncharacterized protein YLR257W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR257W PE=1 SV=1,2,2,2,11.2,11.2,11.2,35.998,5.34E+06,4.53E+06,4.63E+06,5.29E+06,5.60E+06,5.67E+06,22.349,22.1117,22.1415,22.3345,22.4175,22.4339,0.86168,0.137505478,0.359872263,-0.194566,-0.05323765,0.05323765,0,0,0,1003
50Vs0.5,yeast,C7GP20;P35732;A6ZZR2,>sp|C7GP20|DEF1_YEAS2 RNA polymerase II degradation factor 1 OS=Saccharomyces cerevisiae (strain JAY291) GN=DEF1 PE=3 SV=1;>sp|P35732|DEF1_YEAST RNA polymerase II degradation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DEF1 PE=1 SV,3,3,3,6.2,6.2,6.2,83.973,4.22E+06,4.51E+06,4.68E+06,,4.69E+06,4.73E+06,22.0075,22.1058,22.1588,22.1921,22.1623,22.1719,0.695503,0.201603004,0.433776956,-0.0847314,-0.053170702,0.053170702,0,0,0,1220
50Vs5,yeast,P35719,>sp|P35719|MRP8_YEAST Uncharacterized protein MRP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRP8 PE=1 SV=1,6,6,6,37,37,37,25.097,3.70E+07,3.49E+07,3.50E+07,3.85E+07,4.12E+07,4.27E+07,25.1408,25.0571,25.0627,25.1984,25.2966,25.3491,1.19305,0.064113576,0.274548347,-0.1945,-0.053167863,0.053167863,0,0,0,613
50Vs5,yeast,P19414,">sp|P19414|ACON_YEAST Aconitate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACO1 PE=1 SV=2",25,25,24,36.2,36.2,35.3,85.367,4.97E+08,4.94E+08,5.00E+08,4.95E+08,5.22E+08,5.78E+08,28.8897,28.8806,28.8963,28.8818,28.9594,29.1075,0.534321,0.292199185,0.511007901,-0.0940336,0.053062549,0.053062549,0,0,0,1501
50Vs0.5,yeast,P40509,>sp|P40509|COPE_YEAST Coatomer subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC28 PE=1 SV=2,4,4,4,19.9,19.9,19.9,33.829,1.89E+07,1.64E+07,1.48E+07,1.53E+07,1.69E+07,1.58E+07,24.1707,23.9713,23.8183,23.8666,24.0103,23.9161,0.178101,0.663588728,0.788913229,0.0557671,0.053047246,0.053047246,0,0,0,2208
50Vs0.5,yeast,P40185,">sp|P40185|MMF1_YEAST Protein MMF1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMF1 PE=1 SV=1",6,6,6,58.6,58.6,58.6,15.908,1.33E+08,1.30E+08,1.28E+08,1.34E+08,1.34E+08,1.48E+08,26.989,26.954,26.9369,26.9936,26.9943,27.1455,0.60101,0.250605155,0.479474148,-0.0845006,-0.052996216,0.052996216,0,0,0,1372
50Vs5,yeast,P07251,">sp|P07251|ATPA_YEAST ATP synthase subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP1 PE=1 SV=5",18,18,18,35.6,35.6,35.6,58.607,3.02E+08,3.14E+08,3.01E+08,3.35E+08,3.63E+08,3.52E+08,28.1704,28.2244,28.166,28.318,28.4354,28.3903,1.41997,0.038021566,0.222286438,-0.1943,-0.052956389,0.052956389,1,0,0,449
50Vs0.5,yeast,P07283,>sp|P07283|PMM_YEAST Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC53 PE=1 SV=1,11,11,11,41.7,41.7,41.7,29.063,1.58E+08,1.34E+08,1.46E+08,1.60E+08,1.52E+08,1.51E+08,27.2343,26.9941,27.1258,27.2539,27.1841,27.1687,0.426584,0.374469111,0.583025752,-0.0841662,-0.052743407,0.052743407,0,0,0,1686
50Vs0.5,yeast,P49435,>sp|P49435|APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APT1 PE=1 SV=3,4,4,4,23.5,23.5,23.5,20.587,3.44E+07,3.24E+07,3.13E+07,3.50E+07,2.97E+07,2.99E+07,25.0352,24.9501,24.8992,25.0622,24.8228,24.8338,0.227275,0.592549997,0.74494432,0.0552336,0.052643916,0.052643916,0,0,0,2088
25Vs12.5,yeast,P40509,>sp|P40509|COPE_YEAST Coatomer subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC28 PE=1 SV=2,2,2,2,12.8,12.8,12.8,33.829,1.29E+07,1.17E+07,1.23E+07,1.34E+07,1.23E+07,1.15E+07,23.6181,23.4855,23.5515,23.6704,23.5506,23.4599,0.038192,0.915815522,0.95321798,-0.00860023,0.052453161,0.052453161,0,0,0,2522
50Vs5,yeast,P05756,>sp|P05756|RS13_YEAST 40S ribosomal protein S13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS13 PE=1 SV=3,6,6,6,35.1,35.1,35.1,17.029,1.82E+08,1.80E+08,1.79E+08,1.83E+08,1.95E+08,2.00E+08,27.4415,27.4215,27.4164,27.4476,27.5368,27.5789,0.85822,0.138605352,0.361669035,-0.0946331,0.052428654,0.052428654,0,0,0,1006
50Vs0.5,yeast,P36139,>sp|P36139|PET10_YEAST Protein PET10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PET10 PE=1 SV=3,9,9,9,43.5,43.5,43.5,31.246,7.90E+07,7.44E+07,7.32E+07,7.86E+07,8.31E+07,7.84E+07,26.2357,26.1488,26.1252,26.2278,26.3078,26.2243,0.712744,0.193756375,0.426686647,-0.0834001,-0.052164229,0.052164229,0,0,0,1192
50Vs5,yeast,A6ZYI0;B3LG61;P07170,>sp|A6ZYI0|KAD1_YEAS7 Adenylate kinase 1 OS=Saccharomyces cerevisiae (strain YJM789) GN=ADK1 PE=3 SV=1;>sp|B3LG61|KAD1_YEAS1 Adenylate kinase 1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=ADK1 PE=3 SV=1;>sp|P07170|KAD1_YEAST Adenylate kinase 1 OS=Sacch,11,11,11,59.5,59.5,59.5,24.253,2.07E+08,2.17E+08,2.05E+08,2.36E+08,2.42E+08,2.42E+08,27.6244,27.6956,27.6089,27.8136,27.8483,27.8476,1.66168,0.02179315,0.195914444,-0.193534,-0.052146441,0.052146441,1,0,0,292
50Vs5,yeast,P00498,>sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HIS1 PE=1 SV=1,5,5,5,12.5,12.5,12.5,32.266,2.93E+07,2.56E+07,2.67E+07,2.89E+07,3.39E+07,3.04E+07,24.802,24.609,24.6677,24.7837,25.0165,24.8589,0.789116,0.162511463,0.392810857,-0.193467,-0.052075597,0.052075597,0,0,0,1086
25Vs12.5,yeast,Q04338,>sp|Q04338|VTI1_YEAST t-SNARE VTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTI1 PE=1 SV=3,1,1,1,6.5,6.5,6.5,24.668,,5.95E+06,6.33E+06,6.07E+06,4.66E+06,5.69E+06,21.8973,22.5035,22.5938,22.5344,22.1508,22.439,0.056819,0.877366403,0.933557685,-0.0432002,-0.05185154,0.05185154,0,0,0,2467
50Vs5,yeast,P47120,>sp|P47120|DOHH_YEAST Deoxyhypusine hydroxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LIA1 PE=1 SV=1,3,3,3,8,8,8,36.164,5.41E+06,4.15E+06,5.29E+06,5.33E+06,6.71E+06,4.04E+06,22.3668,21.9833,22.335,22.3465,22.6778,21.9472,0.134474,0.733712638,0.837753665,-0.0954672,0.0515467,0.0515467,0,0,0,2299
50Vs5,yeast,P05743,>sp|P05743|RL26A_YEAST 60S ribosomal protein L26-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL26A PE=1 SV=3,6,2,2,29.1,8.7,8.7,14.234,1.04E+07,1.11E+07,1.18E+07,1.23E+07,1.23E+07,1.35E+07,23.3145,23.4031,23.4936,23.5473,23.5533,23.6873,0.965303,0.108317094,0.329851939,-0.192233,-0.0507708,0.0507708,0,0,0,862
50Vs5,yeast,P32589,>sp|P32589|HSP7F_YEAST Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSE1 PE=1 SV=4,29,29,24,50.9,50.9,42.1,77.365,3.82E+08,3.94E+08,4.00E+08,4.09E+08,4.17E+08,4.31E+08,28.5088,28.5534,28.5763,28.6059,28.6368,28.6845,1.06423,0.086252164,0.301079695,-0.0962334,0.050736541,0.050736541,0,0,0,752
50Vs5,yeast,Q06505,>sp|Q06505|IWS1_YEAST Transcription factor SPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPN1 PE=1 SV=1,1,1,1,3.7,3.7,3.7,46.082,1.69E+06,1.50E+06,1.92E+06,2.16E+06,1.92E+06,1.76E+06,20.6899,20.5197,20.8764,21.0415,20.8748,20.7458,0.540563,0.28802952,0.508458298,-0.192034,-0.050560383,0.050560383,0,0,0,1487
