Original comparison,Species,Protein Name,"seq coverage 0,5fmol/µg","seq coverage 5fmol/µg","seq coverage 12,5fmol/µg","seq coverage 25fmol/µg","seq coverage50fmol/µg","shared peptides, 0.5fmol/µg","shared peptides, 5fmol/µg","shared peptides, 12.5fmol/µg","shared peptide, 25fmol/µg","shared peptide, 50fmol/µg","discriminant peptides, 0.5fmol/µg","discriminant peptides, 5fmol/µg","discriminant peptides, 12.5fmol/µg","discriminant peptides, 25fmol/µg","discriminant peptides, 50fmol/µg",Mol. weight [kDa],Protein description,A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank,,,
25Vs12.5,Yeast,sp|P38999,5%,3%,6%,5%,5%,0,0,0,0,0,2,1,2,2,2,48920.0," Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS9 PE=1 SV=1",8.55E+08,1.29E+09,1.09E+09,1.08E+09,1.09E+09,9.31E+08,29.67,30.27,30.02,30.01,30.02,29.79,0.07299,0.84529,0.90582,0.04183,-0.25956,0.25956,0,0,0,2444,,,
25Vs12.5,Yeast,sp|P39533,2%,2%,4%,0%,2%,0,0,0,0,0,1,1,2,0,1,86586.8, Probable aconitate hydratase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACO2 PE=1 SV=1,1.90E+09,2.77E+09,2.24E+09,2.39E+09,2.38E+09,1.90E+09,30.83,31.37,31.06,31.15,31.15,30.83,0.07259,0.84608,0.90630,0.04200,-0.25925,0.25925,0,0,0,2445,,,
50Vs0.5,Yeast,sp|P14843,3%,5%,5%,5%,5%,0,0,0,0,0,1,2,2,2,2,41072.0," Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO3 PE=1 SV=1",3.75E+08,3.74E+08,3.88E+08,6.09E+08,2.97E+08,3.46E+08,28.48,28.48,28.53,29.18,28.15,28.37,0.07075,0.84968,0.90977,-0.06773,-0.15945,0.15945,0,0,0,2446,,,
25Vs12.5,Yeast,sp|P32771,4%,4%,4%,0%,4%,0,0,0,0,0,1,1,1,0,1,41042.1, S-(hydroxymethyl)glutathione dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFA1 PE=1 SV=1,1.02E+08,1.50E+08,9.52E+07,1.20E+08,1.12E+08,1.19E+08,26.61,27.16,26.50,26.84,26.74,26.82,0.07016,0.85082,0.91062,-0.04393,-0.42051,0.42051,0,0,0,2447,,,
25Vs12.5,Yeast,sp|Q08971,0%,0%,8%,0%,0%,0,0,0,0,0,0,0,1,0,0,17445.2, UPF0368 protein YPL225W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL225W PE=1 SV=1,1.08E+08,1.28E+08,1.04E+08,1.14E+08,1.16E+08,1.04E+08,26.69,26.93,26.63,26.77,26.79,26.63,0.06983,0.85147,0.91095,0.02207,-0.29666,0.29666,0,0,0,2448,,,
50Vs5,Yeast,sp|P30822,0%,0%,1%,0%,0%,0,0,0,0,0,0,0,1,0,0,124108.6, Exportin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRM1 PE=1 SV=1,4.21E+08,5.80E+08,4.36E+08,6.11E+08,4.61E+08,4.16E+08,28.65,29.11,28.70,29.19,28.78,28.63,0.06887,0.85335,0.91259,-0.04633,-0.20592,0.20592,0,0,0,2449,,,
50Vs0.5,Yeast,sp|Q12513,7%,7%,7%,7%,18%,0,0,0,0,0,1,1,1,1,2,16771.9, Translation machinery-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA17 PE=1 SV=1,7.66E+08,9.63E+08,8.85E+08,8.51E+08,9.03E+08,8.11E+08,29.51,29.84,29.72,29.67,29.75,29.60,0.06790,0.85526,0.91426,0.02197,-0.07728,0.07728,0,0,0,2450,,,
50Vs0.5,Yeast,sp|P38986,0%,3%,0%,0%,0%,0,0,0,0,0,0,1,0,0,0,41396.1, L-asparaginase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASP1 PE=1 SV=1,2.66E+08,2.12E+08,1.75E+08,2.17E+08,2.16E+08,1.96E+08,27.99,27.66,27.38,27.69,27.68,27.55,0.06618,0.85865,0.91750,0.03657,-0.06391,0.06391,0,0,0,2451,,,
50Vs0.5,Yeast,"sp|P32642,sp|Q03835",3%,3%,3%,3%,3%,0,0,0,0,0,1,1,1,1,1,32481.7, Monothiol glutaredoxin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX4 PE=1 SV=1,3.24E+07,4.56E+07,4.37E+07,8.39E+06,7.07E+07,7.05E+07,24.95,25.44,25.38,23.00,26.08,26.07,0.06601,0.85899,0.91749,0.20877,0.09384,0.09384,0,0,0,2452,,,
50Vs0.5,Yeast,sp|Q04409,7%,9%,9%,10%,7%,1,1,1,1,1,2,3,3,3,2,55923.0, Putative glucokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMI2 PE=1 SV=1,3.54E+09,2.37E+09,2.63E+09,3.36E+09,2.38E+09,3.04E+09,31.72,31.14,31.30,31.64,31.15,31.50,0.06479,0.86140,0.91970,-0.04493,-0.13857,0.13857,0,0,0,2453,,,
50Vs5,Yeast,sp|P48510,0%,2%,2%,0%,0%,0,0,0,0,0,0,1,1,0,0,39346.3, Ubiquitin domain-containing protein DSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DSK2 PE=1 SV=2,1.40E+08,2.54E+08,1.80E+08,1.98E+08,1.85E+08,1.94E+08,27.06,27.92,27.43,27.56,27.46,27.53,0.06461,0.86176,0.91971,-0.04963,-0.20917,0.20917,0,0,0,2454,,,
50Vs5,Yeast,sp|Q01939,0%,0%,3%,3%,3%,0,0,0,0,0,0,0,1,1,1,45272.6, 26S protease regulatory subunit 8 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT6 PE=1 SV=4,2.25E+08,2.43E+08,1.61E+08,2.10E+08,2.16E+08,2.08E+08,27.74,27.85,27.26,27.65,27.69,27.63,0.06422,0.86254,0.92016,-0.03597,-0.19572,0.19572,0,0,0,2455,,,
50Vs0.5,Yeast,sp|P06101,4%,5%,4%,7%,6%,0,0,0,0,0,1,2,1,2,2,58387.8, Hsp90 co-chaperone Cdc37 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC37 PE=1 SV=2,6.30E+08,6.41E+08,5.78E+08,6.15E+08,6.32E+08,5.86E+08,29.23,29.25,29.11,29.20,29.24,29.13,0.06366,0.86365,0.92097,0.01093,-0.08739,0.08739,0,0,0,2456,,,
50Vs0.5,Yeast,sp|Q05506,7%,8%,5%,5%,4%,0,0,0,0,0,3,4,3,2,3,69527.8," Arginine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDR341C PE=1 SV=1",2.78E+09,3.32E+09,3.16E+09,2.65E+09,5.22E+09,2.42E+09,31.37,31.63,31.56,31.31,32.28,31.18,0.06301,0.86495,0.92198,-0.06887,-0.16049,0.16049,0,0,0,2457,,,
50Vs0.5,Yeast,sp|P26321,27%,27%,33%,38%,22%,0,0,0,0,0,5,5,5,6,4,33716.1, 60S ribosomal protein L5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL5 PE=1 SV=4,1.02E+10,9.92E+09,9.81E+09,9.92E+09,9.96E+09,9.95E+09,33.24,33.21,33.19,33.21,33.21,33.21,0.06292,0.86512,0.92178,0.00287,-0.09478,0.09478,0,0,0,2458,,,
50Vs5,Yeast,sp|P53315,6%,6%,6%,6%,6%,0,0,0,0,0,1,1,1,1,1,28448.2, 6-phosphogluconolactonase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL4 PE=1 SV=1,3.34E+08,3.04E+08,2.88E+08,3.10E+08,2.97E+08,3.09E+08,28.32,28.18,28.10,28.21,28.14,28.20,0.06240,0.86617,0.92252,0.01267,-0.14787,0.14787,0,0,0,2459,,,
25Vs12.5,Yeast,sp|P17505,47%,46%,42%,42%,36%,0,0,0,0,0,10,10,9,9,7,35650.8," Malate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH1 PE=1 SV=2",1.24E+10,1.44E+10,1.33E+10,1.32E+10,1.35E+10,1.36E+10,33.53,33.74,33.63,33.62,33.65,33.67,0.06220,0.86656,0.92257,-0.01230,-0.36115,0.36115,0,0,0,2460,,,
50Vs0.5,Yeast,sp|P38115,10%,8%,8%,9%,11%,0,0,0,0,0,2,2,2,2,2,38885.2, D-arabinose dehydrogenase [NAD(P)+] heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARA1 PE=1 SV=1,2.09E+09,2.48E+09,2.35E+09,2.56E+09,2.35E+09,1.91E+09,30.96,31.21,31.13,31.25,31.13,30.83,0.06204,0.86688,0.92253,0.02750,-0.07221,0.07221,0,0,0,2461,,,
25Vs12.5,Yeast,"sp|A6ZT99,sp|P38879",34%,32%,29%,24%,19%,0,0,0,0,0,4,3,3,3,2,18709.1, Nascent polypeptide-associated complex subunit alpha OS=Saccharomyces cerevisiae (strain YJM789) GN=EGD2 PE=3 SV=1,3.31E+09,4.55E+09,2.63E+09,3.57E+09,2.94E+09,3.43E+09,31.62,32.08,31.29,31.73,31.45,31.68,0.06145,0.86807,0.92342,0.04597,-0.25181,0.25181,0,0,0,2462,,,
25Vs12.5,Yeast,sp|P39112,1%,0%,0%,0%,1%,0,0,0,0,0,1,0,0,0,1,110827.6," Exoribonuclease II, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DSS1 PE=1 SV=2",2.18E+08,3.83E+08,2.99E+09,2.41E+08,2.53E+09,2.18E+08,27.70,28.51,31.48,27.85,31.24,27.70,0.06070,0.86956,0.92463,0.30297,0.23048,0.23048,0,0,0,2463,,,
50Vs5,Yeast,sp|Q08202,6%,0%,0%,0%,0%,0,0,0,0,0,1,0,0,0,0,27168.0, Protein OPI10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OPI10 PE=1 SV=1,7.70E+07,5.09E+07,1.66E+08,1.10E+08,5.79E+07,8.24E+07,26.20,25.60,27.30,26.71,25.79,26.30,0.06036,0.87024,0.92498,0.10473,-0.05728,0.05728,0,0,0,2464,,,
25Vs12.5,Yeast,"sp|P0CX29,sp|P0CX30",26%,20%,20%,26%,26%,0,0,0,0,0,2,2,2,2,2,16038.3, 40S ribosomal protein S23-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS23A PE=1 SV=1,1.75E+09,2.19E+09,1.89E+09,1.77E+09,1.74E+09,2.22E+09,30.71,31.03,30.82,30.72,30.70,31.05,0.06033,0.87030,0.92467,0.02707,-0.28728,0.28728,0,0,0,2465,,,
25Vs12.5,Yeast,sp|P40303,8%,12%,10%,10%,8%,0,0,0,0,0,1,2,1,1,1,28438.7, Proteasome component PRE6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE6 PE=1 SV=1,3.87E+08,5.27E+08,4.43E+08,4.53E+08,4.31E+08,4.40E+08,28.53,28.97,28.72,28.76,28.68,28.71,0.06022,0.87053,0.92454,0.02407,-0.29290,0.29290,0,0,0,2466,,,
50Vs5,Yeast,sp|P33322,5%,5%,3%,2%,4%,0,0,0,0,0,1,2,1,1,1,54706.3, H/ACA ribonucleoprotein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CBF5 PE=1 SV=1,5.13E+08,4.37E+08,4.16E+08,4.57E+08,4.40E+08,4.47E+08,28.93,28.70,28.63,28.77,28.71,28.74,0.05916,0.87265,0.92642,0.01687,-0.14373,0.14373,0,0,0,2467,,,
25Vs12.5,Yeast,sp|P53315,6%,6%,6%,6%,6%,0,0,0,0,0,1,1,1,1,1,28448.2, 6-phosphogluconolactonase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL4 PE=1 SV=1,2.40E+08,3.41E+08,2.73E+08,2.82E+08,2.80E+08,2.69E+08,27.84,28.35,28.03,28.07,28.06,28.00,0.05913,0.87271,0.92610,0.02723,-0.28696,0.28696,0,0,0,2468,,,
25Vs12.5,Yeast,sp|P40513,9%,4%,8%,9%,10%,0,0,0,0,0,1,1,1,1,1,30132.7, Mitochondrial acidic protein MAM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAM33 PE=1 SV=1,7.14E+08,4.60E+08,3.61E+08,5.92E+08,3.12E+08,5.51E+08,29.41,28.78,28.43,29.14,28.22,29.04,0.05892,0.87313,0.92617,0.07417,-0.19889,0.19889,0,0,0,2469,,,
25Vs12.5,Yeast,sp|P32496,5%,5%,5%,7%,5%,0,0,0,0,0,1,1,1,1,1,31922.0, 26S proteasome regulatory subunit RPN12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN12 PE=1 SV=3,1.19E+08,1.93E+08,1.65E+08,1.38E+08,1.79E+08,1.41E+08,26.82,27.53,27.30,27.04,27.42,27.07,0.05845,0.87408,0.92681,0.04297,-0.25744,0.25744,0,0,0,2470,,,
50Vs5,Yeast,sp|Q12159,5%,5%,5%,5%,5%,0,0,0,0,0,1,1,1,1,1,24956.3, RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA1 PE=1 SV=2,3.93E+08,4.61E+08,3.45E+08,3.74E+08,4.13E+08,3.87E+08,28.55,28.78,28.36,28.48,28.62,28.53,0.05831,0.87435,0.92672,0.02290,-0.13780,0.13780,0,0,0,2471,,,
50Vs0.5,Yeast,sp|P60010,46%,46%,47%,41%,45%,0,0,0,0,0,11,10,11,9,11,41690.4, Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACT1 PE=1 SV=1,2.83E+10,2.70E+10,2.68E+10,2.73E+10,2.70E+10,2.81E+10,34.72,34.65,34.64,34.67,34.65,34.71,0.05754,0.87592,0.92800,-0.00540,-0.10235,0.10235,0,0,0,2472,,,
25Vs12.5,Yeast,sp|P39076,0%,0%,2%,0%,0%,0,0,0,0,0,0,0,1,0,0,57205.7, T-complex protein 1 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT2 PE=1 SV=1,2.72E+07,3.74E+07,4.27E+07,3.24E+07,3.04E+07,4.05E+07,24.70,25.16,25.35,24.95,24.86,25.27,0.05746,0.87608,0.92780,0.04067,-0.26175,0.26175,0,0,0,2473,,,
50Vs5,Yeast,sp|Q12213,32%,39%,30%,32%,24%,0,0,0,0,0,6,8,6,7,5,27697.8, 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL7B PE=1 SV=3,1.33E+10,1.29E+10,1.29E+10,1.31E+10,1.34E+10,1.25E+10,33.63,33.59,33.58,33.60,33.65,33.54,0.05746,0.87608,0.92743,0.00627,-0.15417,0.15417,0,0,0,2474,,,
50Vs0.5,Yeast,"sp|P02293,sp|P02294",15%,19%,15%,15%,11%,0,0,0,0,0,2,2,2,2,1,14253.0, Histone H2B.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HTB1 PE=1 SV=2,7.97E+08,8.59E+08,1.06E+09,6.83E+08,1.26E+09,7.62E+08,29.57,29.68,29.99,29.35,30.23,29.50,0.05679,0.87742,0.92847,0.05217,-0.04962,0.04962,0,0,0,2475,,,
25Vs12.5,Yeast,sp|P11491,4%,3%,3%,3%,3%,0,0,0,0,0,1,1,1,1,1,63004.9, Repressible alkaline phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO8 PE=1 SV=2,5.49E+07,1.41E+08,9.39E+07,5.89E+07,8.86E+07,1.73E+08,25.71,27.07,26.49,25.81,26.40,27.37,0.05629,0.87843,0.92917,-0.10413,-0.53349,0.53349,0,0,0,2476,,,
50Vs5,Yeast,sp|P40495,7%,9%,7%,7%,8%,0,0,0,0,0,2,3,2,2,3,40069.9," Homoisocitrate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS12 PE=1 SV=1",1.24E+09,2.03E+09,1.76E+09,1.73E+09,1.59E+09,1.73E+09,30.21,30.92,30.71,30.69,30.57,30.69,0.05608,0.87887,0.92925,-0.03710,-0.19683,0.19683,0,0,0,2477,,,
50Vs5,Yeast,sp|Q03677,7%,0%,0%,0%,0%,0,0,0,0,0,1,0,0,0,0,20879.9," 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADI1 PE=1 SV=1",6.05E+07,6.14E+07,3.92E+07,5.85E+07,5.66E+07,3.98E+07,25.85,25.87,25.22,25.80,25.75,25.25,0.05586,0.87931,0.92934,0.04767,-0.11343,0.11343,0,0,0,2478,,,
25Vs12.5,Yeast,sp|P38264,7%,7%,7%,7%,7%,0,0,0,0,0,1,1,1,1,1,21138.0, Inorganic phosphate transport protein PHO88 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO88 PE=1 SV=1,5.33E+08,4.77E+08,2.46E+08,4.90E+08,2.14E+08,4.94E+08,28.99,28.83,27.87,28.87,27.67,28.88,0.05586,0.87931,0.92897,0.09133,-0.16667,0.16667,0,0,0,2479,,,
50Vs5,Yeast,sp|Q12458,18%,13%,17%,13%,8%,1,1,1,1,0,2,1,2,1,1,34756.0, Putative reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR1 PE=1 SV=1,1.19E+09,8.62E+08,8.45E+08,9.70E+08,1.01E+09,9.39E+08,30.15,29.68,29.66,29.85,29.92,29.81,0.05577,0.87949,0.92878,-0.02823,-0.18811,0.18811,0,0,0,2480,,,
50Vs5,Yeast,sp|Q08193,10%,10%,9%,9%,10%,0,0,0,0,0,3,3,3,3,3,51870.7," 1,3-beta-glucanosyltransferase GAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS5 PE=1 SV=1",8.04E+08,7.45E+08,7.23E+08,7.93E+08,7.47E+08,7.44E+08,29.58,29.47,29.43,29.56,29.48,29.47,0.05433,0.88241,0.93150,-0.00913,-0.16932,0.16932,0,0,0,2481,,,
25Vs12.5,Yeast,sp|P47160,2%,2%,2%,2%,2%,0,0,0,0,0,1,1,1,1,1,45092.6, Epsin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT3 PE=1 SV=1,3.52E+07,3.84E+07,2.11E+07,3.35E+07,3.11E+07,3.01E+07,25.07,25.19,24.33,25.00,24.89,24.84,0.05409,0.88290,0.93164,-0.04550,-0.42345,0.42345,0,0,0,2482,,,
50Vs5,Yeast,"sp|P0CX31,sp|P0CX32",20%,22%,18%,18%,18%,0,0,0,0,0,3,3,2,2,2,15329.0, 40S ribosomal protein S24-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS24A PE=1 SV=1,2.74E+09,2.84E+09,2.92E+09,2.65E+09,3.65E+09,2.50E+09,31.35,31.40,31.44,31.30,31.77,31.22,0.05394,0.88319,0.93157,-0.02860,-0.18847,0.18847,0,0,0,2483,,,
50Vs0.5,Yeast,sp|P39708,18%,11%,13%,13%,13%,5,4,3,4,4,2,1,1,1,1,49627.6, NADP-specific glutamate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDH3 PE=1 SV=1,7.55E+09,7.35E+09,6.31E+09,6.74E+09,6.18E+09,8.03E+09,32.81,32.78,32.56,32.65,32.52,32.90,0.05390,0.88329,0.93130,0.02287,-0.07646,0.07646,0,0,0,2484,,,
25Vs12.5,Yeast,sp|P06780,12%,9%,13%,5%,0%,0,0,0,0,0,2,1,2,1,0,23152.0, GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO1 PE=1 SV=3,3.23E+08,7.67E+08,6.55E+08,5.43E+08,5.97E+08,5.73E+08,28.27,29.51,29.29,29.02,29.15,29.09,0.05339,0.88433,0.93201,-0.06340,-0.45705,0.45705,0,0,0,2485,,,
25Vs12.5,Yeast,sp|P17967,16%,16%,16%,16%,19%,0,0,0,0,0,7,7,7,7,8,58228.2, Protein disulfide-isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDI1 PE=1 SV=2,2.14E+09,2.78E+09,2.80E+09,2.48E+09,2.39E+09,2.69E+09,31.00,31.37,31.38,31.21,31.15,31.32,0.05215,0.88685,0.93429,0.02190,-0.29697,0.29697,0,0,0,2486,,,
50Vs0.5,Yeast,sp|P40483,3%,3%,3%,3%,2%,0,0,0,0,0,1,1,1,1,1,77416.5, Putative zinc metalloproteinase YIL108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL108W PE=1 SV=1,5.31E+07,3.66E+07,8.83E+07,1.11E+08,2.40E+07,5.04E+07,25.66,25.13,26.40,26.73,24.52,25.59,0.05198,0.88720,0.93429,0.11813,0.01081,0.01081,0,0,0,2487,,,
25Vs12.5,Yeast,sp|P23180,5%,5%,5%,4%,4%,0,0,0,0,0,2,2,2,2,2,53137.1, Probable oxidoreductase AIM17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM17 PE=1 SV=2,6.31E+08,6.76E+08,7.18E+08,6.71E+08,6.64E+08,6.75E+08,29.23,29.33,29.42,29.32,29.31,29.33,0.05194,0.88728,0.93400,0.00873,-0.32168,0.32168,0,0,0,2488,,,
50Vs0.5,Yeast,sp|P16140,31%,37%,38%,34%,35%,0,0,0,0,0,11,14,14,13,14,57751.6, V-type proton ATPase subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA2 PE=1 SV=2,9.25E+09,8.16E+09,8.40E+09,8.91E+09,8.49E+09,8.20E+09,33.11,32.93,32.97,33.05,32.98,32.93,0.05160,0.88798,0.93436,0.01030,-0.08797,0.08797,0,0,0,2489,,,
50Vs5,Yeast,"sp|A6ZZH2,sp|P36060",0%,0%,6%,0%,6%,0,0,0,0,0,0,0,1,0,1,34139.2, NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCR1 PE=3 SV=1,5.39E+07,3.68E+08,4.18E+07,1.62E+07,3.07E+08,2.94E+08,25.68,28.45,25.32,23.95,28.19,28.13,0.05153,0.88811,0.93412,-0.27357,-0.42950,0.42950,0,0,0,2490,,,
50Vs0.5,Yeast,sp|Q12464,2%,2%,2%,2%,2%,0,0,0,0,0,1,1,1,1,1,51613.1, RuvB-like protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVB2 PE=1 SV=1,9.98E+07,1.10E+08,9.28E+07,1.13E+08,1.07E+08,7.94E+07,26.57,26.72,26.47,26.76,26.67,26.24,0.05125,0.88869,0.93436,0.02767,-0.07206,0.07206,0,0,0,2491,,,
50Vs0.5,Yeast,sp|P31412,7%,6%,6%,5%,4%,0,0,0,0,0,2,1,1,1,1,44190.3, V-type proton ATPase subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA5 PE=1 SV=4,4.80E+08,8.15E+08,6.61E+08,8.05E+08,6.05E+08,4.80E+08,28.84,29.60,29.30,29.58,29.17,28.84,0.05043,0.89037,0.93575,0.04827,-0.05319,0.05319,0,0,0,2492,,,
25Vs12.5,Yeast,sp|P52553,15%,15%,15%,15%,0%,0,0,0,0,0,1,1,1,1,0,13284.1, Prefoldin subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKE2 PE=1 SV=1,1.85E+08,2.29E+08,1.96E+08,2.10E+08,2.03E+08,1.88E+08,27.46,27.77,27.54,27.65,27.60,27.49,0.04968,0.89192,0.93700,0.01603,-0.30798,0.30798,0,0,0,2493,,,
25Vs12.5,Yeast,sp|P48836,11%,6%,0%,8%,11%,0,0,0,0,0,1,1,0,1,1,12713.2, V-type proton ATPase subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA10 PE=1 SV=1,9.18E+07,1.36E+08,1.23E+08,1.42E+08,9.40E+07,1.07E+08,26.45,27.02,26.88,27.08,26.49,26.68,0.04954,0.89220,0.93692,0.03743,-0.26782,0.26782,0,0,0,2494,,,
50Vs5,Yeast,sp|P47165,0%,0%,0%,5%,0%,0,0,0,0,0,0,0,0,1,0,23672.0, Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=XPT1 PE=1 SV=1,8.53E+07,7.88E+07,8.67E+07,7.80E+07,8.12E+07,9.50E+07,26.35,26.23,26.37,26.22,26.28,26.50,0.04900,0.89330,0.93769,-0.01470,-0.17479,0.17479,0,0,0,2495,,,
25Vs12.5,Yeast,sp|P38886,7%,5%,5%,5%,10%,0,0,0,0,0,1,1,1,1,2,29747.4, 26S proteasome regulatory subunit RPN10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN10 PE=1 SV=3,2.74E+08,4.12E+08,3.04E+08,3.51E+08,2.84E+08,3.23E+08,28.03,28.62,28.18,28.39,28.08,28.27,0.04879,0.89374,0.93778,0.02983,-0.28208,0.28208,0,0,0,2496,,,
25Vs12.5,Yeast,"sp|A6ZP43,sp|Q08601",0%,0%,0%,0%,3%,0,0,0,0,0,0,0,0,0,1,47982.8, Metacaspase-1 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCA1 PE=3 SV=2,3.55E+07,4.85E+07,1.13E+07,2.74E+07,1.68E+07,3.39E+07,25.08,25.53,23.43,24.71,24.00,25.02,0.04871,0.89389,0.93757,0.10637,-0.13846,0.13846,0,0,0,2497,,,
50Vs5,Yeast,sp|P32891,0%,0%,0%,3%,0%,0,0,0,0,0,0,0,0,1,0,65294.1," D-lactate dehydrogenase [cytochrome] 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD1 PE=1 SV=2",9.54E+07,2.80E+07,1.83E+08,9.41E+07,5.75E+07,1.18E+08,26.51,24.74,27.45,26.49,25.78,26.81,0.04788,0.89562,0.93900,-0.12623,-0.28454,0.28454,0,0,0,2498,,,
25Vs12.5,Yeast,"sp|A7A1W1,sp|B3RHV0,sp|B5VNY0,sp|C7GSL4,sp|P33442",26%,27%,25%,28%,28%,5,5,4,5,5,1,1,1,1,1,28743.8, 40S ribosomal protein S1-A OS=Saccharomyces cerevisiae (strain YJM789) GN=RPS1A PE=3 SV=1,8.14E+09,1.13E+10,9.77E+09,8.50E+09,1.11E+10,8.93E+09,32.92,33.39,33.19,32.99,33.38,33.06,0.04741,0.89659,0.93964,0.02663,-0.28809,0.28809,0,0,0,2499,,,
50Vs5,Yeast,sp|P20107,4%,4%,4%,4%,4%,0,0,0,0,0,1,1,1,1,1,48346.2, Zinc/cadmium resistance protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRC1 PE=1 SV=2,1.18E+08,1.21E+08,1.05E+08,1.15E+08,1.18E+08,1.14E+08,26.82,26.85,26.65,26.77,26.81,26.76,0.04709,0.89725,0.93995,-0.00957,-0.16974,0.16974,0,0,0,2500,,,
